Prediction (Amy),Prediction (Bella),Prediction (Colleen),Prediction (Fizz),Prediction (Holly),Prediction (Ister),Prediction (Liboulen),Prediction (Linestra),Prediction (Ziqual),Succeeded?
99,9,72.3,50,59,56,80.7,70.6,6,0
99,18,92.8,59,69,54,85.7,90.9,8,1
1,16,81.6,65,75,56,78.7,79.9,53,1
1,0,74.9,52,60,53,77.7,73.2,29,1
1,0,84.2,52,66,58,86.7,82.5,55,1
99,0,53.5,53,55,58,59.7,51.8,31,1
99,0,82.1,47,60,54,87.7,80.4,24,0
1,0,75.5,52,62,55,91.7,73.8,29,0
1,12,64,59,65,58,72.7,62.3,80,1
1,15,89,64,78,57,88.7,87.3,70,1
1,10,71.1,61,63,56,88.7,69.4,42,1
99,16,83.1,49,58,54,79.7,81.4,16,0
99,15,77.3,59,61,54,73.7,75.6,19,1
99,14,86.3,52,61,59,93.7,84.6,9,1
1,9,58,57,59,56,54.7,56.3,47,0
1,10,69.6,46,60,53,72.7,67.9,23,0
99,13,61.3,57,68,60,54.7,59.6,60,1
1,12,68.9,55,59,55,69.7,67.2,19,0
99,8,62.1,58,62,57,77.7,60.4,21,1
99,6,61.5,60,63,60,70.7,59.8,49,1
1,12,57.6,61,66,56,49.7,55.9,42,0
99,16,86,61,66,57,75.7,84.3,14,1
99,13,75,63,74,56,75.7,73.3,47,1
1,12,76.8,60,63,57,87.7,75.1,34,1
99,9,80.5,53,66,54,88.7,78.8,36,0
99,12,83.3,52,60,56,95.7,81.6,6,1
1,11,68.2,58,64,59,80.7,66.5,81,1
99,15,91.9,51,68,55,94.7,90,19,0
1,10,57.5,49,48,52,57.7,55.8,12,0
1,10,61.8,53,56,52,59.7,60.1,18,1
1,15,70.2,55,58,54,80.7,68.5,19,0
99,11,77.9,59,63,54,89.7,76.2,39,0
99,11,67.6,61,57,55,65.7,65.9,10,0
1,15,80.2,56,70,59,84.7,78.5,81,1
1,7,57.8,53,56,58,77.7,56.1,80,0
99,14,68.8,64,72,57,61.7,67.1,48,1
99,17,82.7,45,59,56,82.7,81,12,0
1,16,86.5,54,65,60,80.7,84.8,29,1
1,11,70.7,53,64,56,76.7,69,42,1
1,16,83.4,62,67,53,89.7,81.7,24,1
1,11,62.7,62,56,55,78.7,61,39,1
1,11,60.2,62,65,57,62.7,58.5,34,0
1,14,73.5,52,60,57,78.7,71.8,48,1
1,10,59.4,60,57,57,68.7,57.7,35,0
1,7,63,55,65,58,69.7,61.3,80,0
99,18,90.9,51,62,55,89.7,89.2,20,1
1,6,54.3,55,52,52,57.7,52.6,15,1
1,15,89.5,65,78,57,88.7,87.8,42,1
1,12,64.1,56,65,53,57.7,62.4,27,0
1,8,74.5,62,67,57,87.7,72.8,69,0
99,17,89.5,57,72,56,90.7,87.8,12,1
99,5,49,65,63,59,61.7,47.3,54,1
1,7,62.6,50,58,54,59.7,60.9,12,0
1,3,60.9,54,59,56,64.7,59.2,29,0
1,8,64.3,60,62,53,78.7,62.6,15,0
99,15,82.9,61,71,60,70.7,81.2,59,1
1,7,54,65,61,58,55.7,52.3,79,0
99,16,76.2,54,65,60,71.7,74.5,90,1
99,8,59.5,50,54,55,61.7,57.8,49,0
99,10,67,66,62,59,76.7,65.3,63,1
99,9,65.5,61,56,55,67.7,63.8,19,0
1,14,71.2,62,72,57,82.7,69.5,62,0
99,8,76.6,58,57,55,83.7,74.9,24,1
1,17,92.5,61,74,56,91.7,90.6,36,1
99,13,78.1,60,67,58,71.7,76.4,40,1
1,15,85,59,69,52,81.7,83.3,10,1
1,12,69.6,64,70,60,69.7,67.9,69,1
99,12,66.2,46,50,58,68.7,64.5,8,0
99,10,71.6,52,63,55,68.7,69.9,29,0
1,11,72.2,64,75,57,72.7,70.5,69,1
1,8,54.6,69,70,58,64.7,52.9,63,1
99,7,46.8,58,55,59,47.7,45.1,45,0
1,12,78.3,50,71,60,73.7,76.6,50,1
99,12,61.6,62,58,58,71.7,59.9,23,0
0,14,80.9,60,69,55,86.7,79.2,24,1
0,17,85.3,56,70,57,88.7,83.6,21,1
99,11,72.9,55,60,56,92.7,71.2,24,0
99,18,73.5,52,64,51,77.7,71.8,7,0
1,14,83.9,55,70,56,87.7,82.2,53,1
1,13,70.3,59,70,56,58.7,68.6,23,1
1,5,63.5,70,70,60,67.7,61.8,89,1
1,12,79.3,60,72,57,83.7,77.6,35,1
99,11,68.2,57,58,59,70.7,66.5,18,1
1,16,80.7,57,69,58,73.7,79,64,1
99,7,56.1,67,60,56,56.7,54.4,35,0
99,14,83,56,68,59,77.7,81.3,44,1
99,9,77.9,60,64,55,92.7,76.2,15,1
1,6,52.5,62,54,54,66.7,50.8,4,1
1,9,63,53,46,52,76.7,61.3,8,1
99,9,61.1,48,55,57,70.7,59.4,35,0
1,9,63.2,60,56,53,71.7,61.5,20,0
1,17,79.6,44,57,51,76.7,77.9,7,1
1,14,81.5,56,65,55,76.7,79.8,30,1
1,13,70.1,59,68,54,58.7,68.4,19,1
99,16,78.7,61,64,54,77.7,77,15,1
99,14,74,57,65,52,63.7,72.3,10,1
99,8,54.9,57,56,58,54.7,53.2,72,0
99,10,66.9,54,68,56,51.7,65.2,30,1
99,7,57.8,65,64,54,52.7,56.1,35,1
99,12,63.9,54,57,58,57.7,62.2,8,1
1,12,64,54,60,57,62.7,62.3,69,1
99,10,54.5,66,59,55,66.7,52.8,44,1
99,14,73.6,55,63,59,78.7,71.9,36,1
99,9,70.5,65,70,60,79.7,68.8,39,1
1,13,68.4,60,71,55,67.7,66.7,49,1
99,15,74.8,50,58,55,82.7,73.1,29,0
1,16,73.7,0,65,58,70.7,72,56,1
1,12,76.3,0,61,54,82.7,74.6,31,0
1,15,65.1,0,61,57,63.7,63.4,35,0
1,17,70.9,47,51,53,77.7,69.2,6,0
1,10,66.5,0,57,52,71.7,64.8,12,0
99,9,75.6,0,57,57,76.7,73.9,28,1
99,8,59.6,58,57,59,71.7,57.9,27,0
99,16,74.4,51,56,59,85.7,72.7,36,1
1,11,74.8,65,63,56,73.7,73.1,35,1
1,0,65.9,61,69,59,74.7,64.2,54,1
99,0,80.4,54,65,57,84.7,78.7,48,1
99,0,64.6,46,56,53,52.7,62.9,9,1
1,0,79.2,50,65,57,85.7,77.5,55,0
99,15,77,57,72,58,73.7,75.3,15,1
1,9,70.6,62,56,55,84.7,68.9,30,0
1,10,74,51,60,54,79.7,72.3,27,1
1,6,54.3,61,65,58,52.7,52.6,16,1
1,15,84.8,55,63,58,91.7,83.1,32,1
99,12,85.7,54,60,51,96.7,84,8,1
1,11,58,62,55,55,71.7,56.3,29,0
1,9,72.7,59,67,60,80.7,71,20,1
99,9,75.4,50,51,53,81.7,73.7,12,1
99,14,74.3,53,63,54,73.7,72.6,28,1
99,11,69.8,55,64,52,71.7,68.1,12,1
99,14,85.8,62,63,53,88.7,84.1,9,1
99,8,52.9,60,63,57,53.7,51.2,69,1
1,19,82.6,57,63,52,84.7,80.9,16,1
1,11,70.9,57,65,56,81.7,69.2,47,1
99,13,77.2,50,56,51,86.7,75.5,3,1
1,11,65.8,58,61,59,74.7,64.1,89,1
99,7,50.7,58,52,53,54.7,49,21,0
99,5,53.7,61,63,56,53.7,52,53,1
99,7,58,51,47,52,67.7,56.3,8,0
1,8,57,53,56,58,50.7,55.3,47,0
1,5,44,61,58,60,54.7,42.3,40,0
99,11,73.3,68,68,59,77.7,71.6,62,1
99,14,78.2,67,76,56,75.7,76.5,35,1
99,15,77.6,53,70,59,88.7,75.9,54,1
1,15,77.8,58,74,59,88.7,76.1,89,1
1,12,83.2,60,60,54,90.7,81.5,4,1
1,14,60.1,55,56,57,57.7,58.4,13,1
99,6,56.6,50,54,55,58.7,54.9,44,1
1,16,79,58,68,57,72.7,77.3,69,1
1,12,72.1,61,64,55,70.7,70.4,20,1
99,15,74.7,50,56,53,77.7,73,17,1
99,6,59.1,58,57,59,69.7,57.4,44,0
1,8,62.5,57,64,59,62.7,60.8,72,1
1,8,57.3,63,69,60,65.7,55.6,100,1
99,10,47.8,48,48,53,48.7,46.1,23,0
1,10,69,51,59,55,67.7,67.3,10,0
1,16,88.6,54,75,53,81.7,86.9,27,1
99,12,71.5,46,60,56,70.7,69.8,18,0
99,11,65.1,61,65,58,64.7,63.4,47,1
99,14,83,58,73,60,82.7,81.3,90,1
1,15,75.6,51,53,54,87.7,73.9,8,0
99,8,56.8,58,66,57,55.7,55.1,48,1
1,8,63.9,60,59,55,78.7,62.2,15,1
1,18,86.2,57,69,58,82.7,84.5,47,1
1,13,82.6,57,70,57,83.7,80.9,42,1
99,9,70.3,57,61,55,84.7,68.6,10,0
99,8,59.7,55,61,58,66.7,58,31,0
99,15,70.8,56,65,55,65.7,69.1,49,1
99,18,88,44,58,53,88.7,86.3,3,1
1,8,64.2,55,65,56,53.7,62.5,12,1
1,15,73.2,64,68,58,71.7,71.5,56,1
1,10,74.2,49,56,56,79.7,72.5,36,0
99,14,75.9,56,60,54,84.7,74.2,12,0
99,10,66.6,52,51,53,71.7,64.9,18,1
1,15,91.5,48,63,51,94.7,89.8,8,1
1,6,49.6,59,55,59,55.7,47.9,53,0
1,10,71.1,64,70,57,78.7,69.4,63,1
1,9,58.2,59,60,59,69.7,56.5,17,1
99,13,75.2,59,63,60,80.7,73.5,40,1
99,16,79,62,76,60,72.7,77.3,90,1
99,8,61.8,57,58,56,67.7,60.1,47,1
99,17,89.1,60,74,53,90.7,87.4,30,1
99,18,85.4,62,67,56,87.7,83.7,30,0
1,5,58.7,46,50,51,65.7,57,6,1
1,16,80.7,59,76,58,78.7,79,71,1
1,10,69.1,55,62,56,77.7,67.4,59,0
1,9,74.6,50,53,53,81.7,72.9,21,0
1,11,60.7,57,65,56,57.7,59,42,1
1,8,57.4,55,59,60,65.7,55.7,79,1
1,13,73.2,54,57,53,89.7,71.5,12,1
1,12,62.1,58,63,53,56.7,60.4,15,1
1,10,69.4,53,67,52,57.7,67.7,14,0
1,2,40.9,54,48,52,47.7,39.2,2,0
1,15,92.4,46,66,57,94.7,90.5,7,0
1,8,62.4,60,69,58,62.7,60.7,56,1
1,4,55,64,62,59,65.7,53.3,81,1
99,14,80.7,47,65,58,81.7,79,16,1
99,17,91.4,57,66,54,86.7,89.7,20,1
1,17,87.4,56,69,57,89.7,85.7,21,1
99,10,71.3,60,65,59,73.7,69.6,63,1
99,11,60.3,52,54,55,52.7,58.6,25,1
99,11,72.4,53,63,54,72.7,70.7,35,1
99,15,77,54,60,51,88.7,75.3,10,1
99,8,54.9,68,59,57,64.7,53.2,63,1
1,11,77.4,49,62,57,89.7,75.7,42,0
1,15,79.4,59,60,57,84.7,77.7,14,1
1,14,64.5,67,71,56,69.7,62.8,53,0
1,6,47,59,58,58,54.7,45.3,64,1
99,9,58.3,65,65,56,49.7,56.6,42,1
1,15,91.6,59,66,54,94.7,89.9,32,1
1,13,65.1,59,58,55,71.7,63.4,19,0
1,11,77.2,56,57,55,84.7,75.5,15,1
1,11,72.9,58,53,52,72.7,71.2,2,1
1,14,74.3,64,74,59,73.7,72.6,62,1
99,12,61.6,57,55,54,66.7,59.9,32,1
1,19,79.7,53,62,56,83.7,78,47,0
1,12,64.3,63,67,59,62.7,62.6,54,1
1,13,63.2,68,69,57,55.7,61.5,48,1
1,9,62.8,62,67,56,56.7,61.1,29,0
1,8,57.3,50,54,51,55.7,55.6,6,1
1,8,71.3,59,64,59,71.7,69.6,35,0
99,9,74.9,60,68,60,86.7,73.2,50,1
1,12,79.1,61,70,54,78.7,77.4,28,1
1,9,55.4,56,59,55,53.7,53.7,5,0
1,18,84.1,51,61,53,86.7,82.4,6,1
1,13,50,58,67,56,76.7,0,29,1
1,15,50,51,60,57,72.7,0,28,1
1,7,65.7,59,60,55,75.7,64,20,0
99,12,66.9,68,74,57,63.7,65.2,63,1
1,11,65.7,59,65,56,74.7,64,35,0
1,7,51.3,47,48,54,54.7,49.6,16,0
1,11,65.2,61,70,56,69.7,63.5,54,1
1,11,73,56,59,56,82.7,71.3,17,0
99,10,59.9,53,57,57,68.7,58.2,27,0
1,13,65.7,63,59,52,61.7,64,12,1
99,6,57.5,58,61,59,63.7,55.8,26,0
99,8,54.3,61,62,58,54.7,52.6,48,0
99,18,71.3,62,74,57,76.7,69.6,56,1
1,10,72,57,66,54,73.7,70.3,19,0
1,10,52.9,57,58,52,45.7,51.2,10,0
1,10,61.5,59,69,60,54.7,59.8,79,1
1,15,77.9,59,74,60,73.7,76.2,100,1
1,13,72.9,62,62,58,84.7,71.2,56,1
1,12,76.3,59,68,52,87.7,74.6,14,1
1,12,64.6,54,55,57,62.7,62.9,35,1
1,13,68.5,53,60,54,57.7,66.8,28,0
1,9,55.4,64,66,59,63.7,53.7,45,1
99,8,59.5,61,49,54,76.7,57.8,8,0
1,10,63.9,63,68,56,55.7,62.2,41,1
1,10,76.3,55,66,60,75.7,74.6,40,1
99,5,48.4,63,55,56,56.7,46.7,59,0
1,10,64.3,56,61,57,70.7,62.6,63,1
1,9,66.1,52,58,60,62.7,64.4,49,1
99,12,66.9,60,63,51,68.7,65.2,9,1
1,16,78.7,58,60,55,87.7,77,30,1
99,9,60.7,56,64,55,55.7,59,30,0
1,14,78.2,65,74,56,75.7,76.5,41,1
99,5,60.4,49,59,57,66.7,58.7,27,0
99,9,56.3,57,58,56,43.7,54.6,23,1
1,11,51.6,57,60,55,53.7,49.9,20,0
1,7,65.5,60,59,51,65.7,63.8,9,1
1,9,65.6,57,63,58,67.7,63.9,79,1
99,11,81.8,56,64,57,86.7,80.1,20,1
99,15,79.8,46,64,51,69.7,78.1,7,1
1,9,73.3,47,60,54,75.7,71.6,36,0
99,7,63.4,57,63,54,54.7,61.7,35,0
99,3,50,56,50,56,64.7,0,17,0
1,16,50,53,69,58,81.7,0,80,1
1,14,66.6,59,64,56,75.7,64.9,53,0
99,10,76.8,60,72,57,80.7,75.1,70,1
99,7,57.8,66,60,56,62.7,56.1,30,1
1,10,59.2,61,59,58,68.7,57.5,32,1
1,13,77.6,61,66,59,71.7,75.9,54,1
1,9,58.2,59,59,57,44.7,56.5,28,0
1,14,69.6,56,63,59,71.7,67.9,26,0
1,19,80.1,59,71,52,83.7,78.4,15,1
1,12,79.2,65,71,60,93.7,77.5,60,1
99,12,62.5,62,66,53,66.7,60.8,18,0
99,10,52.1,64,59,59,60.7,50.4,62,1
1,17,79.6,56,70,57,81.7,77.9,55,1
99,13,67.5,58,56,55,87.7,65.8,39,1
1,8,54.2,58,61,57,59.7,52.5,34,1
1,10,54.5,52,53,51,41.7,52.8,7,1
1,11,65.3,56,59,53,74.7,63.6,20,0
1,7,58.4,61,63,59,57.7,56.7,35,1
1,11,58.3,60,62,53,56.7,56.6,30,1
1,8,64.3,49,60,57,53.7,62.6,28,0
99,11,82.7,54,62,55,86.7,81,44,0
1,11,65.5,57,59,60,79.7,63.8,20,1
99,11,53.2,63,72,56,44.7,51.5,59,1
99,12,84.1,62,72,57,95.7,82.4,49,1
1,10,68.7,62,68,58,57.7,67,56,1
99,8,67.1,58,58,56,69.7,65.4,29,1
1,6,59.4,67,74,58,59.7,57.7,80,1
1,13,75.1,53,58,59,80.7,73.4,36,0
1,14,76.3,51,64,59,84.7,74.6,35,1
1,4,43.3,62,56,58,50.7,41.6,40,1
1,14,71.5,62,72,57,72.7,69.8,34,1
1,10,71.8,49,52,53,88.7,70.1,6,0
1,18,90.8,55,69,56,89.7,89.1,23,1
1,9,58.2,57,66,58,59.7,56.5,71,0
99,8,63.8,60,60,55,78.7,62.1,14,1
1,15,82,60,70,55,80.7,80.3,45,1
99,15,91.5,58,73,55,94.7,89.8,44,1
1,5,58.8,65,67,54,65.7,57.1,31,1
1,10,62.1,61,64,54,49.7,60.4,28,1
1,9,65.6,56,55,53,87.7,63.9,14,1
1,10,68.8,60,67,58,67.7,67.1,56,1
1,12,60.1,53,60,59,60.7,58.4,36,0
1,13,82.3,50,58,58,93.7,80.6,40,0
1,3,41.6,57,44,56,56.7,39.9,36,0
99,10,64.9,52,56,59,70.7,63.2,26,1
1,3,53.1,58,55,57,51.7,51.4,56,0
1,7,60.6,58,65,55,63.7,58.9,45,0
1,9,60.9,52,55,53,70.7,59.2,12,0
99,5,46.6,61,53,60,45.7,44.9,20,1
99,9,60.8,63,67,56,65.7,59.1,42,1
1,8,68.8,65,66,58,75.7,67.1,80,0
99,10,66.7,53,56,56,76.7,65,42,1
1,7,63.4,66,60,58,69.7,61.7,39,1
1,7,67.7,51,55,56,71.7,66,54,1
1,14,84,59,71,57,87.7,82.3,41,1
1,16,86.4,50,73,59,85.7,84.7,44,1
99,3,41.2,54,50,55,46.7,39.5,44,0
99,13,68.4,60,64,53,67.7,66.7,9,1
1,10,75.8,64,63,55,85.7,74.1,39,1
99,9,70.7,55,50,52,79.7,69,4,0
99,18,80.7,62,65,56,80.7,79,17,1
99,13,82.9,53,65,56,78.7,81.2,35,0
1,11,74.7,54,64,57,93.7,73,48,0
1,5,60.4,52,51,57,66.7,58.7,21,0
99,13,77.9,51,63,59,81.7,76.2,71,1
99,10,59.8,53,63,56,53.7,58.1,41,0
99,10,76.7,58,65,60,80.7,75,30,1
99,10,60,53,53,58,63.7,58.3,48,1
99,10,59.4,59,57,52,48.7,57.7,13,1
99,13,77.1,50,58,51,81.7,75.4,7,1
1,13,72.4,48,55,51,89.7,70.7,7,0
1,8,71.7,62,75,59,71.7,70,81,1
99,8,64.5,56,54,55,78.7,62.8,40,1
1,6,42.2,61,49,54,47.7,40.5,24,1
1,8,62.3,58,64,53,67.7,60.6,29,1
1,10,69.4,60,63,55,57.7,67.7,35,0
99,9,58.3,53,59,57,64.7,56.6,42,0
99,12,72,61,70,60,60.7,70.3,40,0
1,14,69.6,46,56,53,61.7,67.9,27,1
1,16,81.6,59,77,58,78.7,79.9,64,1
99,11,77.5,56,61,51,74.7,75.8,7,1
99,15,82,53,64,54,90.7,80.3,32,0
99,15,89.1,53,64,56,88.7,87.4,12,1
1,15,89,53,62,54,93.7,87.3,28,1
1,17,90.1,62,70,57,85.7,88.4,49,1
1,8,60.1,58,67,59,56.7,58.4,80,0
99,14,69,61,69,54,61.7,67.3,20,1
1,13,86.9,59,67,54,95.7,85.2,35,0
99,4,47.9,60,54,57,47.7,46.2,56,1
1,15,90.1,48,59,56,88.7,88.4,17,1
1,10,61.6,57,67,59,64.7,59.9,71,1
1,14,72,58,63,58,67.7,70.3,23,1
1,11,70.1,57,74,56,56.7,68.4,59,1
1,12,61.7,57,61,52,71.7,60,14,1
1,14,71.6,58,58,57,72.7,69.9,7,1
99,3,50.6,54,53,57,55.7,48.9,20,0
1,14,86.2,70,79,59,93.7,84.5,89,1
1,9,70.5,44,46,54,89.7,68.8,4,0
1,7,51,57,59,56,54.7,49.3,42,1
1,18,86.1,55,62,56,87.7,84.4,23,1
99,13,73.3,50,67,60,79.7,71.6,70,1
1,6,62,54,66,55,65.7,60.3,50,1
99,5,48.2,59,57,52,51.7,46.5,18,0
1,13,70.6,60,57,53,78.7,68.9,21,0
1,6,45.5,61,59,60,43.7,43.8,100,1
99,10,64,63,62,54,70.7,62.3,23,0
99,12,78.9,64,69,55,83.7,77.2,24,0
1,16,83.8,56,69,53,79.7,82.1,15,1
1,17,75.3,54,63,53,79.7,73.6,9,0
1,11,75.6,57,69,60,83.7,73.9,60,1
99,11,72.9,64,65,53,82.7,71.2,17,1
99,11,74.6,65,70,56,73.7,72.9,36,1
1,11,79.6,58,67,56,85.7,77.9,17,1
99,4,52.6,64,58,55,49.7,50.9,34,1
1,18,86.3,56,66,53,87.7,84.6,12,1
1,15,92.7,62,68,55,94.7,90.8,34,1
99,18,80.7,68,82,59,80.7,79,80,1
1,16,88.6,56,67,58,81.7,86.9,56,0
1,13,75.5,55,59,56,80.7,73.8,35,1
99,6,64.4,62,53,55,76.7,62.7,14,0
1,10,71.5,51,59,57,78.7,69.8,28,0
1,13,65.5,58,67,57,56.7,63.8,62,1
99,9,51,48,57,55,41.7,49.3,35,1
1,13,63.1,56,53,53,70.7,61.4,3,1
1,15,82.1,61,64,54,90.7,80.4,32,1
1,16,78.9,50,66,58,72.7,77.2,23,1
1,14,74.3,63,64,56,73.7,72.6,47,1
99,8,54.2,65,70,58,49.7,52.5,71,0
1,14,88.9,62,75,0,94.7,87.2,70,0
1,9,80.5,52,58,0,93.7,78.8,30,1
1,11,67.7,59,57,0,70.7,66,13,0
1,5,38.9,56,49,0,47.7,37.2,7,0
1,12,69.1,56,58,0,79.7,67.4,24,1
1,8,56.7,54,65,57,60.7,55,69,0
1,10,57.2,53,61,56,62.7,55.5,41,0
1,11,65.4,59,59,56,79.7,63.7,48,1
1,8,68.7,57,55,54,85.7,67,24,0
1,9,55.9,61,60,56,73.7,54.2,59,1
99,10,64.5,57,59,54,70.7,62.8,23,1
99,10,52.6,64,56,58,55.7,50.9,39,0
99,9,68,47,46,54,78.7,66.3,8,0
1,8,67,68,67,59,74.7,65.3,81,1
99,10,64.3,59,59,52,65.7,62.6,15,0
1,13,60.6,64,75,57,54.7,58.9,69,1
99,9,68.3,52,69,60,68.7,66.6,70,1
1,10,62.3,58,57,55,64.7,60.6,40,1
99,10,63.8,46,50,55,65.7,62.1,15,0
99,10,59.1,49,57,56,58.7,57.4,47,0
99,6,64.3,55,51,53,76.7,62.6,6,0
1,18,81.4,55,59,52,85.7,79.7,8,1
99,13,79.8,62,79,59,72.7,78.1,80,1
1,7,48.4,67,57,57,43.7,46.7,42,1
99,12,59.8,51,50,54,70.7,58.1,23,1
99,11,72.6,57,59,58,72.7,70.9,31,1
99,9,65.2,54,57,57,62.7,63.5,56,1
1,13,80.3,61,76,56,77.7,78.6,53,1
99,7,60.9,60,68,57,58.7,59.2,48,1
1,9,61.2,65,56,56,75.7,59.5,24,0
1,9,49,57,55,57,45.7,47.3,27,0
99,11,62.9,54,56,51,68.7,61.2,6,0
1,9,72.4,50,65,55,70.7,70.7,35,1
99,15,80,59,63,54,84.7,78.3,8,1
1,13,69.8,53,68,58,68.7,68.1,48,1
99,4,45.6,62,56,55,51.7,43.9,45,0
1,17,84.2,60,71,55,88.7,82.5,25,1
99,12,66.8,61,68,58,63.7,65.1,71,1
99,10,81.7,55,58,56,92.7,80,24,1
1,13,84.7,60,66,58,84.7,83,39,1
99,6,52.5,54,48,55,71.7,50.8,24,0
99,10,61.4,52,52,55,74.7,59.7,40,0
99,9,58.8,57,56,57,64.7,57.1,42,0
1,8,54.6,58,64,57,54.7,52.9,63,1
1,16,86.4,48,60,55,85.7,84.7,34,1
99,13,72.2,56,62,59,89.7,70.5,62,0
1,9,72.9,64,68,57,80.7,71.2,55,1
1,9,67.6,65,68,57,63.7,65.9,41,1
1,16,81.6,59,73,58,78.7,79.9,15,1
1,10,61.9,54,61,60,49.7,60.2,50,0
1,12,69.2,57,57,52,79.7,67.5,15,0
1,14,85.6,64,70,57,93.7,83.9,34,1
1,10,52.7,56,51,53,45.7,51,14,0
1,12,76,64,75,55,72.7,74.3,49,1
99,10,68.8,54,56,57,77.7,67.1,35,1
99,4,45,56,56,57,46.7,43.3,69,0
1,16,71.3,51,56,55,84.7,69.6,20,1
99,18,80.6,48,65,55,80.7,78.9,44,1
99,15,85.1,55,56,52,86.7,83.4,4,0
99,8,69.2,59,59,57,75.7,67.5,28,1
99,15,68.5,64,73,59,79.7,66.8,90,1
99,17,85,51,64,52,83.7,83.3,8,0
1,12,71.3,54,64,58,65.7,69.6,0,1
1,7,57.8,57,64,60,57.7,56.1,0,0
1,15,84.3,59,73,56,81.7,82.6,0,1
1,13,74.7,54,71,53,75.7,73,0,1
1,13,77.4,57,62,52,86.7,75.7,17,1
1,16,86.1,57,71,52,90.7,84.4,14,1
1,10,60.1,57,56,56,58.7,58.4,36,1
1,14,62.3,44,51,59,63.7,60.6,9,1
1,13,73.3,53,49,53,84.7,71.6,6,0
1,13,65.8,55,64,58,61.7,64.1,64,1
99,14,68.8,61,76,60,61.7,67.1,60,1
1,9,53.4,64,63,55,47.7,51.7,35,0
99,10,69.2,65,71,58,67.7,67.5,63,1
1,15,77.7,57,76,60,68.7,76,39,1
1,10,71.9,48,62,51,68.7,70.2,6,0
1,10,57,66,61,58,52.7,55.3,55,1
1,14,87.8,56,62,51,89.7,86.1,8,1
1,12,76.3,66,75,58,72.7,74.6,56,0
99,12,76.2,44,60,51,82.7,74.5,8,1
99,13,87.2,53,63,52,95.7,85.5,10,1
1,15,70.6,65,70,58,65.7,68.9,63,0
1,8,69.2,61,65,58,75.7,67.5,64,0
1,13,73,64,76,53,69.7,71.3,29,1
1,11,63,59,71,60,63.7,61.3,79,1
99,17,94,52,70,55,92.7,92.1,14,0
99,15,75.6,58,65,57,77.7,73.9,63,1
1,17,89.8,56,74,55,90.7,88.1,45,1
99,14,85.5,61,64,52,83.7,83.8,14,1
1,14,71.3,63,70,58,82.7,69.6,71,1
1,15,82.6,67,79,57,70.7,80.9,42,1
1,18,88.9,46,66,53,83.7,87.2,9,0
99,12,67,49,52,57,68.7,65.3,27,0
1,13,80.2,65,81,58,72.7,78.5,79,1
99,13,65.2,67,64,56,76.7,63.5,47,1
1,8,59.9,56,55,54,76.7,58.2,12,1
1,7,66,59,63,57,75.7,64.3,41,1
1,10,64.5,61,57,55,65.7,62.8,20,1
1,8,54.7,56,52,58,74.7,53,23,0
1,9,65.2,56,66,55,57.7,63.5,24,0
99,9,60.4,58,62,59,65.7,58.7,62,1
1,14,68.8,59,62,57,71.7,67.1,14,0
1,12,52.7,48,53,54,47.7,51,12,0
1,13,68.1,65,74,58,67.7,66.4,79,1
1,7,65.2,50,64,57,65.7,63.5,70,1
99,8,64.1,56,62,55,63.7,62.4,14,1
99,4,52.8,56,54,51,49.7,51.1,8,1
1,10,61.7,50,64,60,44.7,60,30,0
99,12,66.3,58,67,57,68.7,64.6,21,1
1,11,73.3,51,60,56,72.7,71.6,42,0
99,10,47.5,56,47,53,48.7,45.8,14,0
1,18,79.3,56,60,56,84.7,77.6,29,1
99,7,46.2,61,62,59,47.7,44.5,54,1
99,9,80.5,63,65,60,88.7,78.8,40,1
99,12,81.2,52,68,60,84.7,79.5,49,1
1,5,48.6,65,66,54,46.7,46.9,35,0
1,15,68.4,61,73,56,64.7,66.7,53,1
1,9,69.8,66,62,58,79.7,68.1,55,1
1,9,60.9,61,58,54,75.7,59.2,23,1
1,16,71.3,69,72,58,84.7,69.6,72,1
1,7,55.5,69,66,60,51.7,53.8,99,1
1,10,52.9,56,60,55,60.7,51.2,49,1
99,10,76.7,47,55,54,85.7,75,23,1
1,12,68.8,57,67,58,79.7,67.1,48,0
99,16,81.3,56,65,54,73.7,79.6,12,0
99,17,92.7,60,73,57,91.7,90.8,35,1
99,8,66.2,58,59,59,79.7,64.5,62,0
1,16,76.9,58,66,57,86.7,75.2,56,1
1,14,67,63,67,54,65.7,65.3,16,0
1,11,72.7,49,56,54,82.7,71,28,1
99,9,65.2,61,67,56,62.7,63.5,42,0
1,9,75.2,62,68,59,91.7,73.5,62,1
99,9,72.2,66,63,57,80.7,70.5,49,1
99,11,70.2,56,57,51,71.7,68.5,8,1
1,17,92.4,54,71,53,86.7,90.5,26,0
99,11,63.5,47,56,58,58.7,61.8,16,0
99,14,71.5,62,61,56,77.7,69.8,30,0
1,14,85.5,66,81,57,88.7,83.8,63,0
1,0,67.7,64,62,53,77.7,66,26,1
99,0,73.7,61,73,58,68.7,72,47,1
1,0,63,53,64,56,66.7,61.3,48,1
1,0,81.3,51,62,52,78.7,79.6,10,1
1,8,59,67,73,58,51.7,57.3,72,1
99,7,58.5,61,59,56,52.7,56.8,54,0
1,10,54.9,60,55,57,66.7,53.2,56,1
99,16,80.7,58,65,53,88.7,79,9,1
1,10,73.9,59,58,55,79.7,72.2,10,1
